side,workbook_key,workbook_company,workbook_role,workbook_date,workbook_status,workbook_category,workbook_title_resolution,application_id,repository_role,repository_register,repository_evidence_tier,repository_terminal_outcome,in_census_223,match_tier,candidate_application_ids,disposition,disposition_reason
both,Owner.com + Product Builder - GTM Product + 2026-07-22,Owner.com,Product Builder - GTM Product,2026-07-22,GHOSTED,Direct application / ATS,Exact title present in source evidence,owner-com|gtm-engineer|c1,GTM Engineer,application,B,still_open,yes,company_only,,agreed,Both datasets hold this record and place it in the application register.
both,PandaDoc + GTM Engineer + 2026-03-30,PandaDoc,GTM Engineer,2026-03-30,REJECTED,LinkedIn application,Exact title present in source evidence,pandadoc|gtm-engineer|c1,GTM Engineer,application,A,rejected_no_interview,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Patch + Growth Engineering Lead + 2026-07-13,Patch,Growth Engineering Lead,2026-07-13,GHOSTED,Referral,Exact title present in source evidence,patch|growth-engineering-lead|c1,Growth Engineering Lead,application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Payabli + GTM Engineer + 2026-04-06,Payabli,GTM Engineer,2026-04-06,GHOSTED,Direct application / ATS,Exact title present in source evidence,payabli|gtm-engineer|c1,GTM Engineer,application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,"Pearl, Inc. + Lead GTM Engineer + 2026-04-06","Pearl, Inc.",Lead GTM Engineer,2026-04-06,REJECTED,Referral,Exact title present in source evidence,pearl|lead-gtm-engineer|c1,Lead GTM Engineer,application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Pegasystems + GTM GenAI Product Owner + 2026-02-10,Pegasystems,GTM GenAI Product Owner,2026-02-10,GHOSTED,LinkedIn application,Exact title present in source evidence,pegasystems|gtm-genai-product-owner|c1,GTM GenAI Product Owner,application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Phiture + US Growth Lead - Mobile Marketing Strategist + 2025-07-27,Phiture,US Growth Lead - Mobile Marketing Strategist,2025-07-27,GHOSTED,Direct application / ATS,Exact title present in source evidence,phiture|us-growth-lead-mobile-marketing-strategist|c1,"US Growth Lead, Mobile Marketing Strategist",application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,PhrasIQ + Founding GTM Engineer + date unresolved,PhrasIQ,Founding GTM Engineer (historical requisition match pending),date unresolved,GHOSTED,Direct application / ATS,Functional title corroborated by current Wellfound evidence; historical requisition match not fully verified,phrasiq|unspecified|c1,unspecified,application,A,still_open,yes,company_and_unspecified_role,,declined_outside_evidence_title,"The workbook resolves the title as `Founding GTM Engineer (historical requisition match pending)` from evidence not in this corpus (Functional title corroborated by current Wellfound evidence; historical requisition match not fully verified). It establishes that the company had an opening by that name in that period, not which opening was applied to."
both,Pickering Interfaces + Field Sales Engineer - Southeast + 2026-01-20,Pickering Interfaces,Field Sales Engineer - Southeast,2026-01-20,GHOSTED,LinkedIn application,Exact title present in source evidence,pickering-interfaces|field-sales-engineer-southeast|c1,Field Sales Engineer - Southeast,application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Pindrop + GTM Systems Platform Specialist + 2026-06-22,Pindrop,GTM Systems Platform Specialist,2026-06-22,GHOSTED,Direct application / ATS,Resolved from a same-day LinkedIn job recommendation; ATS receipt omitted the title,pindrop|gtm-systems-platform-specialist|c1,GTM Systems Platform Specialist,application,A,rejected_no_interview,yes,company_and_role,,agreed,Both datasets hold this record and place it in the application register.
both,Pindrop + GTM Systems Platform Specialist + 2026-05-20,Pindrop,GTM Systems Platform Specialist,2026-05-20,REJECTED,Jobright.ai application,Exact title present in source evidence,pindrop|gtm-systems-platform-specialist|c1,GTM Systems Platform Specialist,application,A,rejected_no_interview,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Pinterest + Apprentice Engineer + 2026-03-25,Pinterest,Apprentice Engineer,2026-03-25,REJECTED,Direct application / ATS,Exact title present in source evidence,pinterest|apprentice-engineer|c1,Apprentice Engineer,application,A,rejected_no_interview,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Piper AI + Growth & Content + 2026-05-26,Piper AI,Growth & Content,2026-05-26,GHOSTED,LinkedIn application,Exact title present in source evidence,piper-ai|growth-content|c1,Growth & Content,application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Pogo Technologies + GTM Engineer + 2026-06-26,Pogo Technologies,GTM Engineer,2026-06-26,GHOSTED,Direct application / ATS,Exact title present in source evidence,pogo-technologies|gtm-engineer|c1,GTM Engineer,application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Pogo Technologies + GTM Engineer + 2026-06-04,Pogo Technologies,GTM Engineer,2026-06-04,GHOSTED,Direct application / ATS,Exact title present in source evidence,pogo-technologies|gtm-engineer|c1,GTM Engineer,application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,"Pogo Technologies, Inc. + GTM Engineer + 2026-07-08","Pogo Technologies, Inc.",GTM Engineer,2026-07-08,GHOSTED,Direct application / ATS,Exact title present in source evidence,pogo-technologies|gtm-engineer|c1,GTM Engineer,application,A,still_open,yes,company_and_role,,agreed,Both datasets hold this record and place it in the application register.
both,Primer + Senior Business Development Manager - North America + 2025-12-09,Primer,Senior Business Development Manager - North America,2025-12-09,REJECTED,Jobright.ai application,Exact title present in source evidence,primer|unspecified|c1,Senior Business Development Manager - North America,application,B,rejected_no_interview,yes,exact_company_role_date,,adopted_freeze31_title,Role title backfilled at Freeze 3.1 from this repository's own platform artifacts. The workbook gives the same title independently.
both,Productboard + Associate GTM Engineer + 2026-07-15,Productboard,Associate GTM Engineer,2026-07-15,GHOSTED,Direct application / ATS,Exact title present in source evidence,productboard|associate-gtm-engineer|c1,Associate GTM Engineer,application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Productboard + GTM Engineer + 2026-07-13,Productboard,GTM Engineer,2026-07-13,GHOSTED,Direct application / ATS,Exact title present in source evidence,productboard|associate-gtm-engineer|c1,Associate GTM Engineer,application,A,still_open,yes,company_only,,agreed,Both datasets hold this record and place it in the application register.
both,Propel + Founding Sales Engineer + 2026-03-05,Propel,Founding Sales Engineer,2026-03-05,GHOSTED,LinkedIn application,Exact title present in source evidence,propel|founding-sales-engineer|c1,Founding Sales Engineer,application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,QuadSci + Marketing GTM Engineer + 2026-04-06,QuadSci,Marketing GTM Engineer,2026-04-06,GHOSTED,LinkedIn application,Exact title present in source evidence,quadsci|marketing-gtm-engineer|c1,Marketing GTM Engineer,application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,RTScale AI + Founding Growth Lead + 2026-06-17,RTScale AI,Founding Growth Lead,2026-06-17,GHOSTED,LinkedIn application,Exact title present in source evidence,rtscale-ai|founding-growth-lead|c1,Founding Growth Lead,application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Recur Software + GTM Engineer + 2026-04-06,Recur Software,GTM Engineer,2026-04-06,GHOSTED,LinkedIn application,Exact title present in source evidence,recur-software|gtm-engineer|c1,GTM Engineer,application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Redis + GTM Engineer + 2026-04-10,Redis,GTM Engineer,2026-04-10,GHOSTED,Direct application / ATS,Exact title present in source evidence,redis|gtm-engineer|c1,GTM Engineer,application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Replit + Sales Engineer + 2025-07-27,Replit,Sales Engineer,2025-07-27,REJECTED,Jobright.ai application,Exact title present in source evidence,replit|sales-engineer|c1,Sales Engineer,application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,RevPartners + GTM Engineer + 2026-07-22,RevPartners,GTM Engineer,2026-07-22,REJECTED,Direct application / ATS,Exact title present in source evidence,revpartners|gtm-engineer|c1,GTM Engineer,application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,RevPartners + RevOps Strategist + 2026-06-24,RevPartners,RevOps Strategist,2026-06-24,REJECTED,Jobright.ai application,Exact title present in source evidence,revpartners|revops-strategist|c1,RevOps Strategist,application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,RevPilots + GTM Engineer + 2026-04-09,RevPilots,GTM Engineer,2026-04-09,GHOSTED,LinkedIn application,Exact title present in source evidence,revpilots|gtm-engineer|c1,GTM Engineer,application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,"RevSpring + Lead, Agentic Operations + GTM Engineering + 2026-05-29",RevSpring,"Lead, Agentic Operations + GTM Engineering",2026-05-29,GHOSTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,revspring|lead-agentic-operations-gtm-engineering|c1,"Lead, Agentic Operations + GTM Engineering",application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Ritz Instrument Transformers USA + Sales Engineer + 2026-06-22,Ritz Instrument Transformers USA,Sales Engineer,2026-06-22,GHOSTED,LinkedIn application,Exact title present in source evidence,ritz-instrument-transformers-usa|sales-engineer|c1,Sales Engineer,application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Robert Half + Go-To-Market Lead + 2026-06-24,Robert Half,Go-To-Market Lead,2026-06-24,GHOSTED,LinkedIn application,Exact title present in source evidence,robert-half|go-to-market-lead|c1,Go-To-Market Lead,application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Roboflow + RevOps GTM Engineer + 2026-03-30,Roboflow,RevOps GTM Engineer,2026-03-30,GHOSTED,Direct application / ATS,Exact title present in source evidence,roboflow|revops-gtm-engineer|c1,RevOps GTM Engineer,application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Roc Search + Founding GTM Strategy + 2026-06-22,Roc Search,Founding GTM Strategy,2026-06-22,GHOSTED,LinkedIn application,Exact title present in source evidence,roc-search|founding-gtm-strategy|c1,Founding GTM Strategy,application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Rollstack + AI Growth Hacker + 2026-04-10,Rollstack,AI Growth Hacker,2026-04-10,GHOSTED,Direct application / ATS,Exact title present in source evidence,rollstack|ai-growth-hacker|c1,AI Growth Hacker,application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Rula + GTM Engineer (Remote) + 2026-04-06,Rula,GTM Engineer (Remote),2026-04-06,REJECTED,Direct application / ATS,Exact title present in source evidence,rula|gtm-engineer-remote|c1,GTM Engineer Remote,application,A,rejected_no_interview,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Runway + Go-To-Market AI Engineer + 2025-06-26,Runway,Go-To-Market AI Engineer,2025-06-26,GHOSTED,Direct application / ATS,Exact title present in source evidence,runway|go-to-market-ai-engineer|c1,Go-To-Market AI Engineer,application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,SOLAYA + GTM Engineer + 2026-06-07,SOLAYA,GTM Engineer,2026-06-07,GHOSTED,LinkedIn application,Exact title present in source evidence,solaya|gtm-engineer|c1,GTM Engineer,application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,SWARM + Sales Engineer + 2025-07-09,SWARM,Sales Engineer,2025-07-09,GHOSTED,LinkedIn application,Exact title present in source evidence,swarm|sales-engineer|c1,Sales Engineer,application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Sage + BDR + 2026-06-19,Sage,BDR,2026-06-19,GHOSTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,sage|director-of-growth-small|c1,"Director of Growth, Small",application,A,still_open,yes,company_only,,agreed,Both datasets hold this record and place it in the application register.
both,"SailPoint + Account Executive, Enterprise Accounts + 2026-01-03",SailPoint,"Account Executive, Enterprise Accounts",2026-01-03,GHOSTED,Direct application / ATS,Exact title present in source evidence,sailpoint|account-exec-enterprise-accounts|c1,Account Exec Enterprise Accounts,application,A,still_open,yes,company_only,,agreed,Both datasets hold this record and place it in the application register.
both,Sardine + GTM Engineer + 2026-04-06,Sardine,GTM Engineer,2026-04-06,REJECTED,Direct application / ATS,Exact title present in source evidence,sardine|gtm-engineer|c1,GTM Engineer,application,A,rejected_no_interview,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,ScaleOps + Sales Engineer - USA + 2025-07-17,ScaleOps,Sales Engineer - USA,2025-07-17,GHOSTED,Direct application / ATS,Exact title present in source evidence,scaleops|sales-engineer-usa|c1,"Sales Engineer, USA",application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Scout Global + Forward Deployed Engineer + 2026-06-04,Scout Global,Forward Deployed Engineer,2026-06-04,GHOSTED,LinkedIn application,Exact title present in source evidence,scout-global|forward-deployed-engineer|c1,Forward Deployed Engineer,application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Scout Global + Founding Sales Engineer + 2026-03-05,Scout Global,Founding Sales Engineer,2026-03-05,GHOSTED,LinkedIn application,Exact title present in source evidence,scout-global|founding-sales-engineer|c1,Founding Sales Engineer,application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,"ScoutLab.io + Brand New Role! - AI FinTech Heavyweight! - Solutions Engineer  – Series B equity - $150k Base, Generous Bonus Structure -Remote – EST and CST Only + 2025-06-30",ScoutLab.io,"Brand New Role! - AI FinTech Heavyweight! - Solutions Engineer  – Series B equity - $150k Base, Generous Bonus Structure -Remote – EST and CST Only",2025-06-30,GHOSTED,LinkedIn application,Exact title present in source evidence,scoutlab-io|brand-new-role-ai-fintech-heavyweight-solutions-engineer-series-b-equity-150k-base-generous-bonus-structure-remote-est-and-cst-only|c1,"Brand New Role! - AI FinTech Heavyweight! - Solutions Engineer  – Series B equity - $150k Base, Generous Bonus Structure -Remote – EST and CST Only",application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Scribe + GTM Engineer + 2026-07-15,Scribe,GTM Engineer,2026-07-15,GHOSTED,Direct application / ATS,Resolved from a same-period LinkedIn job recommendation; ATS receipt omitted the title,scribe|unspecified|c1,unspecified,application,A,still_open,yes,company_and_unspecified_role,,declined_outside_evidence_title,"The workbook resolves the title as `GTM Engineer` from evidence not in this corpus (Resolved from a same-period LinkedIn job recommendation; ATS receipt omitted the title). It establishes that the company had an opening by that name in that period, not which opening was applied to."
both,Seamless.AI + Sales Development Representative (9–5 EST Remote US) + 2025-08-05,Seamless.AI,Sales Development Representative (9–5 EST Remote US),2025-08-05,REJECTED,Direct application / ATS,Exact title present in source evidence,seamless-ai|sdr-remote-us|c1,SDR Remote US,application,A,rejected_no_interview,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,SentiLink + Go-to-Market (GTM) Strategy Analyst + 2026-06-22,SentiLink,Go-to-Market (GTM) Strategy Analyst,2026-06-22,REJECTED,Direct application / ATS,Exact title present in source evidence,sentilink|go-to-market-strategy-analyst|c1,Go-to-Market Strategy Analyst,application,A,rejected_no_interview,yes,company_and_role,,agreed,Both datasets hold this record and place it in the application register.
both,SentiLink + GTM Engineer + 2026-02-23,SentiLink,GTM Engineer,2026-02-23,GHOSTED,Direct application / ATS,Resolved from a same-day job newsletter; ATS receipt omitted the title,sentilink|go-to-market-strategy-analyst|c1,Go-to-Market Strategy Analyst,application,A,rejected_no_interview,yes,company_only,,agreed,Both datasets hold this record and place it in the application register.
both,ServiceTrade + GTM Engineer + 2026-05-21,ServiceTrade,GTM Engineer,2026-05-21,REJECTED,Jobright.ai application,Exact title present in source evidence,servicetrade|unspecified|c1,GTM Engineer,application,B,rejected_no_interview,yes,exact_company_role_date,,adopted_freeze31_title,Role title backfilled at Freeze 3.1 from this repository's own platform artifacts. The workbook gives the same title independently.
both,Shaped + Founding SDR + 2025-07-27,Shaped,Founding SDR,2025-07-27,GHOSTED,Direct application / ATS,Exact title present in source evidence,shaped|founding-sdr|c1,Founding SDR,application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Sidepocket + Go-To-Market Growth Engineer + 2026-07-12,Sidepocket,Go-To-Market Growth Engineer,2026-07-12,GHOSTED,LinkedIn application,Exact title present in source evidence,sidepocket|go-to-market-growth-engineer|c1,Go-To-Market Growth Engineer,application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Slingshot AI + Conversation Designer + 2025-07-25,Slingshot AI,Conversation Designer,2025-07-25,REJECTED,Direct application / ATS,Exact title present in source evidence,slingshot-ai|conversation-designer|c1,Conversation Designer,application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,SmartMode AI + AI & Automation Sales Agent + 2025-06-06,SmartMode AI,AI & Automation Sales Agent,2025-06-06,GHOSTED,Direct application / ATS,Exact title present in source evidence,smartmode-ai|unspecified|c1,unspecified,opportunity,B,still_open,no,company_and_unspecified_role,,register_disagreement,"The workbook counts this record. Here it is `smartmode-ai|unspecified|c1` in the opportunity register, because no submission artifact establishes that the applicant applied."
both,Smeetz + GTM Engineer + 2026-02-20,Smeetz,GTM Engineer,2026-02-20,GHOSTED,Direct application / ATS,Exact title present in source evidence,smeetz|gtm-engineer|c1,GTM Engineer,application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,SoTalent + Generative AI Agent Engineer (Remote) + 2026-05-26,SoTalent,Generative AI Agent Engineer (Remote),2026-05-26,GHOSTED,LinkedIn application,Exact title present in source evidence,sotalent|generative-ai-agent-engineer-remote|c1,Generative AI Agent Engineer (Remote),application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Solv Health + GTM Engineer + 2026-04-06,Solv Health,GTM Engineer,2026-04-06,REJECTED,Direct application / ATS,Exact title present in source evidence,solv-health|unspecified|c1,unspecified,application,A,rejected_no_interview,yes,company_and_unspecified_role,,declined_outside_evidence_title,"The workbook resolves the title as `GTM Engineer` from evidence not in this corpus (Exact title present in source evidence). It establishes that the company had an opening by that name in that period, not which opening was applied to."
both,Speechify + Go-to-Market Engineer - Atlanta + 2026-05-25,Speechify,Go-to-Market Engineer - Atlanta,2026-05-25,GHOSTED,Direct application / ATS,Exact title present in source evidence,speechify|go-to-market-engineer-atlanta|c1,"Go-to-Market Engineer, Atlanta",application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,StackAI + Sales Engineer + 2026-06-24,StackAI,Sales Engineer,2026-06-24,GHOSTED,Jobright.ai application,Exact title present in source evidence,stackai|sales-engineer|c1,Sales Engineer,application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Stealth Startup + GTM Leader / Head of Growth [33260] + 2026-07-12,Stealth Startup,GTM Leader / Head of Growth [33260],2026-07-12,GHOSTED,LinkedIn application,Exact title present in source evidence,stealth-startup|gtm-leader-head-of-growth-33260|c1,GTM Leader / Head of Growth [33260],application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Stedi + GTM Strategy & Operations + 2025-07-27,Stedi,GTM Strategy & Operations,2025-07-27,GHOSTED,Jobright.ai application,Exact title present in source evidence,stedi|unspecified|c1,GTM Strategy & Operations,application,B,still_open,yes,exact_company_role_date,,adopted_freeze31_title,Role title backfilled at Freeze 3.1 from this repository's own platform artifacts. The workbook gives the same title independently.
both,Sur + AI Revenue Engineer + 2026-04-09,Sur,AI Revenue Engineer,2026-04-09,REJECTED,Direct application / ATS,Exact title present in source evidence,sur|ai-revenue-engineer|c1,AI Revenue Engineer,application,A,rejected_no_interview,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Switchyards + Launch Manager + 2025-08-08,Switchyards,Launch Manager,2025-08-08,REJECTED,Direct application / ATS,Exact title present in source evidence,switchyards|launch-manager|c1,Launch Manager,application,B,rejected_no_interview,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Syncro + GTM Operations Manager + 2026-06-22,Syncro,GTM Operations Manager,2026-06-22,GHOSTED,Direct application / ATS,Exact title present in source evidence,syncro|gtm-operations-manager|c1,GTM Operations Manager,application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,TRACTIAN + Sales Engineer - Automation + 2026-05-20,TRACTIAN,Sales Engineer - Automation,2026-05-20,GHOSTED,Jobright.ai application,Exact title present in source evidence,tractian|sales-engineer-automation|c1,"Sales Engineer, Automation",application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,TRACTIAN + Senior GTM Engineer - HubSpot + 2026-05-19,TRACTIAN,Senior GTM Engineer - HubSpot,2026-05-19,GHOSTED,Direct application / ATS,Exact title present in source evidence,tractian|senior-gtm-engineer-hubspot|c1,"Senior GTM Engineer, Hubspot",application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Tapcheck + GTM Engineer + 2026-04-06,Tapcheck,GTM Engineer,2026-04-06,REJECTED,Direct application / ATS,Exact title present in source evidence,tapcheck|unspecified|c1,unspecified,application,A,rejected_no_interview,yes,company_and_unspecified_role,,declined_outside_evidence_title,"The workbook resolves the title as `GTM Engineer` from evidence not in this corpus (Exact title present in source evidence). It establishes that the company had an opening by that name in that period, not which opening was applied to."
both,Tapcheck + GTM Engineer + 2026-03-30,Tapcheck,GTM Engineer,2026-03-30,REJECTED,Direct application / ATS,Exact title present in source evidence,tapcheck|unspecified|c1,unspecified,application,A,rejected_no_interview,yes,company_and_unspecified_role,,declined_outside_evidence_title,"The workbook resolves the title as `GTM Engineer` from evidence not in this corpus (Exact title present in source evidence). It establishes that the company had an opening by that name in that period, not which opening was applied to."
both,Taste Labs + Growth Lead + 2026-07-12,Taste Labs,Growth Lead,2026-07-12,GHOSTED,LinkedIn application,Exact title present in source evidence,taste-labs|growth-lead|c1,Growth Lead,application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,TechLinkSphere + Micro-SaaS Launch & Growth Engineer + 2026-07-06,TechLinkSphere,Micro-SaaS Launch & Growth Engineer,2026-07-06,GHOSTED,LinkedIn application,Exact title present in source evidence,techlinksphere|micro-saas-launch-growth-engineer|c1,Micro-SaaS Launch & Growth Engineer,application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,"Tekion + Senior Manager, Inside Sales + 2026-06-24",Tekion,"Senior Manager, Inside Sales",2026-06-24,REJECTED,Jobright.ai application,Exact title present in source evidence,tekion|senior-manager-inside-sales|c1,Senior Manager Inside Sales,application,A,rejected_no_interview,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Teleport + GTM Engineer + 2026-04-14,Teleport,GTM Engineer,2026-04-14,REJECTED,Direct application / ATS,Exact title present in source evidence,teleport|gtm-engineer|c1,GTM Engineer,application,A,rejected_no_interview,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,"Telnyx + Growth Engineer, GTM AI + 2026-05-20",Telnyx,"Growth Engineer, GTM AI",2026-05-20,GHOSTED,Jobright.ai application,Exact title present in source evidence,telnyx|unspecified|c1,"Growth Engineer, GTM AI",application,B,still_open,yes,exact_company_role_date,,adopted_freeze31_title,Role title backfilled at Freeze 3.1 from this repository's own platform artifacts. The workbook gives the same title independently.
both,TestGorilla + Go-to-Market Engineer + 2026-02-20,TestGorilla,Go-to-Market Engineer,2026-02-20,WITHDRAWN,Direct application / ATS,Exact title present in source evidence,testgorilla|go-to-market-engineer|c1,Go-to-Market Engineer,application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,The Biological Computing Co. (TBC) + Lead Sales and Product Engineer + 2026-07-12,The Biological Computing Co. (TBC),Lead Sales and Product Engineer,2026-07-12,GHOSTED,LinkedIn application,Exact title present in source evidence,the-biological-computing-co-tbc|lead-sales-and-product-engineer|c1,Lead Sales and Product Engineer,application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,The Hog + Founding GTM Engineer + 2026-06-04,The Hog,Founding GTM Engineer,2026-06-04,GHOSTED,LinkedIn application,Exact title present in source evidence,the-hog|founding-gtm-engineer|c1,Founding GTM Engineer,application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,The Vincit Group + Systems Engineering and Sales + 2026-06-21,The Vincit Group,Systems Engineering and Sales,2026-06-21,GHOSTED,LinkedIn application,Exact title present in source evidence,the-vincit-group|systems-engineering-and-sales|c1,Systems Engineering and Sales,application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,"Thomson Reuters + Account Executive, Tax or Risk + 2026-01-02",Thomson Reuters,"Account Executive, Tax or Risk",2026-01-02,GHOSTED,Jobright.ai application,Exact title present in source evidence,thomson-reuters|ae-tax-or-risk|c1,AE Tax or Risk,application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Tiger Data + GTM AI Engineer + 2026-03-30,Tiger Data,GTM AI Engineer,2026-03-30,REJECTED,Direct application / ATS,Exact title present in source evidence,tiger-data|gtm-ai-engineer|c1,GTM AI Engineer,application,A,rejected_no_interview,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Trace3 + Sales Development Representative + 2025-06-25,Trace3,Sales Development Representative,2025-06-25,REJECTED,Direct application / ATS,Exact title present in source evidence,trace3|sdr|c1,SDR,application,A,role_paused_or_closed,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,"Trase + GTM Engineer, Healthcare + 2026-06-26",Trase,"GTM Engineer, Healthcare",2026-06-26,REJECTED,Jobright.ai application,Exact title present in source evidence,trase|gtm-engineer-healthcare|c1,"GTM Engineer, Healthcare",application,A,rejected_no_interview,yes,company_and_role,,agreed,Both datasets hold this record and place it in the application register.
both,"Trase + GTM Engineer, Healthcare + 2026-04-27",Trase,"GTM Engineer, Healthcare",2026-04-27,GHOSTED,Direct application / ATS,Resolved from contemporaneous job newsletters,trase|gtm-engineer-healthcare|c1,"GTM Engineer, Healthcare",application,A,rejected_no_interview,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Tripleseat + GTM Engineer + 2026-08-06,Tripleseat,GTM Engineer,2026-08-06,GHOSTED,Direct application / ATS,Exact title present in source evidence,tripleseat|gtm-engineer|c1,GTM Engineer,application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,TrueBuilt + GTM Engineer + 2026-06-21,TrueBuilt,GTM Engineer,2026-06-21,PROPOSAL SUBMITTED,LinkedIn application,Exact title present in source evidence,truebuilt|gtm-engineer|c1,GTM Engineer,application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Uncapped + GTM Engineer + 2026-08-22,Uncapped,GTM Engineer,2026-08-22,REJECTED,LinkedIn application,Exact title present in source evidence,uncapped|gtm-engineer|c1,GTM Engineer,application,A,rejected_no_interview,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Unframe + GTM Engineer (Remote) + 2026-04-17,Unframe,GTM Engineer (Remote),2026-04-17,REJECTED,Jobright.ai application,Exact title present in source evidence,unframe|gtm-engineer|c1,GTM Engineer,application,A,rejected_no_interview,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
